class,function,new,string,return,var,t,y,e,r,s,m,j,i,push,a,w,o,d,g,c,TRUE,x,eval,p,v,n,h,b,f,k,z,_,u,l,fromcharcode,q,tostring,isnan,parseint,parsefloat,math,break,length
malware,0.0010329018850005658,0.00019127821276568083,0.0014395756829713173,0.0014241682452858849,0.00031958927459779,0.003208987288261807,0.004855226268334642,0.0022084209769570504,0.002772222202544384,0.19453793443818757,0.0035018732903543594,0.006099396046334983,0.0024975129675172667,0.0003070970526749372,0.007908357908021298,0.004341957787596151,0.0029398309780839134,0.012740383910414831,0.0031564251020149117,0.00414313179264426,0.0007510598130502648,0.005677720406197684,0.0005103674113387203,0.0028536606234308625,0.00353570514106649,0.003188761003239402,0.0050722076671633936,0.0035290006594546233,0.004881230136269478,0.010090634396839456,0.006957955242082934,0.0019578755219983924,0.0029706211860736804,0.001993700102718567,0.00219261832725772,0.00697791441998888,0.000397408838085355,0.0004747745162388035,0.00043238489380393284,0.000503360240386162,0.006120772656593856,0.0008018718177886745,0.0002650659486683305
benign,0.026838732428742736,0.0017356036996986116,0.006531148647917159,0.037959827948150233,0.009714536066821332,0.0,0.0,0.00655107397326288,0.0017967392856546355,0.0062539645003196085,0.014752676212076989,0.025077828024652152,0.035299982416997285,0.005573021339781058,0.004198616554547099,0.000703530017044439,0.0038107405724258792,0.005676913067175454,0.0071601242578391115,0.005528469241432372,0.04855617360211681,0.0,0.001157731916402577,0.0017654521975530675,0.0,0.0033756221023629345,0.0030278788906901014,0.007338178121381015,0.006920450584366759,0.016727220997307047,0.0009864764429622101,0.0017765201537576513,0.0,0.01300237690425619,0.0,0.0019786123816067217,0.004507467419452115,0.0,0.0,0.0,0.0,0.008185449522475628,0.0180384935581939
malware,0.010210078632944987,0.06239495300416509,0.0,0.0,0.041700008549519635,0.021807742779812532,0.0,0.0,0.0,0.03747167063108166,0.0,0.0,0.0,0.0,0.0,0.03372253881699677,0.022832687263118392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.00021346764990670176,4.8315744931210386e-05,0.0005454424513534657,0.00026980235497072304,0.00011301690407566882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.757089870107212e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.485663273075592e-05,0.0,0.0002578315774797748,0.03289550282795979,0.0,0.1893910036166618,0.040728980428475586,0.0,0.0,0.1729286211326792,0.0,0.0,0.0,0.0,0.0008307636267052829,0.0,0.00010038312140579434,0.00011992523400735459,0.00010921786615985977,0.00012714581881211558,0.0015460709621967752,0.0001012740386257804,6.69540904875402e-05
benign,0.009691371758816696,0.0012755803457165143,0.0018280608821575385,0.010784403086778324,0.002918020621575033,0.07053693756461651,0.003760877803756721,0.034261435902385624,0.009262095068328159,0.015534144204472654,0.0030087647833154088,0.001603722270274399,0.02869461280461405,0.001330206265211073,0.0071835243052295935,0.0030830231421947224,0.013695947890208105,0.0044522820824517565,0.0036544986631377877,0.010678092731487733,0.0004680939853971157,0.015590693532769533,1.5904187085986608e-05,0.004292721355341066,0.002243674817592645,0.025398692496418608,0.004691925089272194,0.0022085949582091244,0.005704125761087946,0.002963055238853409,0.0022495636021573136,0.0024282684052026075,0.005720899118195714,0.0064923909256443795,0.00010249031769112921,0.0012367319734437627,0.0005696707137352996,0.0002811056283789198,0.0013339337094256144,0.0008313488843826021,0.003941896562665723,0.001736673971025933,0.005195569110470044
malware,0.0010354412872992764,0.0001917484726618472,0.0014431148979263788,0.001427669580861265,0.0003203749888561742,0.004624260146917839,0.006257780875659338,0.0022138504077547326,0.0031760431380102832,0.0013818686157743695,0.004764226507805393,0.006114391488366538,0.21801041141427777,0.00030785205464832363,0.00843383053785373,0.005285339519566182,0.002947058589585042,0.012315573936757793,0.0021905897627760807,0.0034203793106489405,0.0007529063030639101,0.003348046560797,0.0005116221560500633,0.0036408608524009793,0.004188833665197117,0.002344173782385499,0.005084677753622307,0.0038324831480442733,0.004281576864304597,0.0050577211743224205,0.005231296097036231,0.0019626889836382166,0.003573509394826925,0.0032477276642549,0.0021980089070420044,0.006995069710511286,0.00039838587272109034,0.00047594175536907715,0.00043344791751334633,0.0005045977578794286,0.006135820653291075,0.0008038432297561943,0.00026571761664293
benign,0.0068954322521073965,0.0033267451246296554,0.006954822093975766,0.01582488844354544,0.004693721341474367,0.02170438854862859,0.0013403645977748478,0.03151528644622923,0.011862417635650524,0.007325622812948428,0.007733995039360814,0.0029467165140913383,0.03675454988626008,0.001780362415566905,0.028289106132764395,0.0023973368827248896,0.02028971024566208,0.00483613802760563,0.003284442707774722,0.018367749525948475,0.0007256981961403921,0.0025816453812401515,0.0,0.004010616524615026,0.003105738412903622,0.01725406842368922,0.0030953245342268,0.013639336671967987,0.0064850525677436835,0.0022499760346215577,0.0,0.016647509355532303,0.0040184338959008544,0.011558263747158706,0.0,0.0,0.0007679784536933816,0.0,0.0,0.0,0.0,0.0,0.009220149432470199
malware,0.0055691337997881745,0.0037815123032827326,0.0,0.008798554575989692,0.0031590915567817905,0.003965044141784097,0.006856168003163464,0.0033584471919971557,0.0058720706653894676,0.003406515511916514,0.004945069555470095,0.00753645072088815,0.003798082657361922,0.0,0.06819339802286166,0.006131370693999414,0.004151397684203344,0.09220370264863097,0.004800120598029203,0.004818144708593789,0.007424112455060496,0.006602753641717235,0.005044904532687594,0.010257455596288125,0.00635452901937129,0.0063040838742829865,0.0052776846603786245,0.011627878940546446,0.006031277539587514,0.007672645548366039,0.008597291666543383,0.0038706605774295496,0.005872828066043846,0.004926855859899974,0.0,0.008621953347728684,0.003928326151013418,0.0046930741574878095,0.004274059162389179,0.004975639709514123,0.0,0.007926381423111079,0.0026201367410790734
benign,0.008417954382360659,0.00024265602672089094,0.0009131246845707358,0.013851393151519162,0.00432460550163543,0.04011561706579464,0.003519629931621379,0.042095963053435964,0.008624651366199464,0.005173363912639612,0.007298368795570008,0.0025792364406461905,0.03338954827702862,0.00415556374726739,0.02326700765996257,0.0020983690215398564,0.010122866274288942,0.010486373158309744,0.005133652441501288,0.019065837079313634,0.0,0.0029658466902450376,0.0,0.004936583342133739,0.005029089922642173,0.018608243429793052,0.00316086377118865,0.008456365161584855,0.004773262818146458,0.0008205772073375657,0.001103359962390193,0.0031461034250043138,0.00854201852489136,0.012962216706853769,0.0,0.0009221041628047919,0.0,0.00020076671920806028,0.00036568304993218274,0.0,0.000517655182935161,0.0005086283127352845,0.003138457802381467
benign,0.0,0.0,0.0,0.0,0.10425002137379909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.001022867622608332,0.00018942001519175802,0.0014255907340171333,0.001410332973929131,0.00031648458219125404,0.001787519899984634,0.38704879205472426,0.0020187387492879077,0.0025491988620239643,0.00324208443529395,0.003963261574511552,0.00792768723372114,0.0028537506305314994,0.00030411371761555715,0.009331186010503085,0.0052211581046352025,0.0020794797143095073,0.01149013221064507,0.004327977588386987,0.004585574882040536,0.0007437635428566982,0.004299607334998018,0.0005054093794131469,0.004881166255974996,0.003501357064407678,0.0023157077983856755,0.003436743654071691,0.003494717714371883,0.00574015029951635,0.006533628039819897,0.00516777094710258,0.0031021687687959962,0.0029417626924627643,0.00641657912537064,0.0021713178456328726,0.006046360726549259,0.0003935481572053516,0.00047016225621462573,0.00042818443339053707,0.0004984702805524168,0.006061311598606302,0.000794081927634079,0.00026249093034489806
benign,0.0099819204512032,0.002840242015500997,0.0008501777142811676,0.01321694728360959,0.0029551526853321903,0.06869912762728032,0.0003511072999757826,0.08089146317037221,0.02599481727415842,0.010583246515916916,0.00042206521655936566,0.0,0.013031596454728756,0.000829092146348558,0.004940203926350745,0.0,0.006944765213487282,0.0023800898247704925,0.0004096937195710835,0.002385146123590035,0.0005069226381481406,0.0,0.0,0.0003501924629396939,0.00032541815276109957,0.007461071748582389,0.00027027249191883087,0.0,0.001338411992801078,0.0,0.0,0.05087600107204886,0.0023057503114666247,0.004457413045191937,0.0,0.00014717797458878884,0.00026822835295560275,0.0,0.0,0.0,0.0006885288780539746,0.0014883490878281201,0.003130827577018756
malware,0.00021008392248857998,4.7549880356778763e-05,0.0005367965109570687,0.000265525652499003,0.00011122544575774936,0.0,0.0,0.0,0.0,0.0,0.03581614163632661,0.0,0.0,7.634130359896702e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.335303727213701e-05,0.0,0.0002537446267012507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44506807007630333,0.0,0.13351486577215363,0.0,0.0008175949912568224,0.0,9.879192423673434e-05,0.00011802427007856859,0.00010748662731202782,0.00012513039964484536,0.0015215638169340923,9.966871931209633e-05,6.589278498369869e-05
malware,0.0,0.0,0.0,0.0,0.005148149203644399,0.020192354425752346,0.020949402231888358,0.013682562634062485,0.023923250858994126,0.013878396530030241,0.01007328983521686,0.0,0.02321050512832286,0.0,0.01694054603097286,0.043714402170181,0.008456550838191997,0.009162066207181036,0.004889011720214929,0.019629478442419135,0.0,0.03362513428652296,0.010276657381400652,0.005223704238850434,0.01941661644807894,0.034244406230673013,0.0,0.02368642006407609,0.01842890359318407,0.0,0.0,0.0,0.0,0.005018093931379602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0010197717762929315,0.00018884671006103235,0.0014212759920860887,0.0014060644116593696,0.0003155266990732418,0.002970182884659697,0.002739147023055621,0.0033543812752998225,0.0025414833691001634,0.003062152261014542,0.0029634496730722728,0.003763663344269203,0.0030347875954707857,0.0003031932765816118,0.009469067920702385,0.007042539886116155,0.003109778834262493,0.012129200239167632,0.004314878382610997,0.0031280025423528076,0.0007415124425453886,0.004286593995606378,0.0005038796900081434,0.0025612593422934937,0.3579615439120413,0.003987752813938089,0.0034263418875642103,0.004064830561843567,0.004517981813099,0.006130685304989813,0.007728194990809275,0.0027061821833723543,0.00557243219946957,0.00418275747185818,0.0021647460603858,0.005166909088529902,0.00039235703082155817,0.00046873924696458146,0.0004268884756623575,0.0004969615932626092,0.006042966224518509,0.000791678531969327,0.00026169646627000433
benign,0.013121197321932988,0.0018681123653941645,0.006489031613798854,0.010565560469647685,0.004033625884568919,0.05047623559122892,0.0036475698036175955,0.05781371150756043,0.014727510259348526,0.008932100208007717,0.00413417837087896,0.0017183524213908955,0.010680467352922404,0.00023071178853653737,0.007837441010368098,0.0009319909392076493,0.03849269248411484,0.0034183664798786914,0.0020064990523774766,0.004577348439186867,0.0002821231126404841,0.0005018214421388041,0.0,0.0037030312407143337,0.004105125264702089,0.02156048952858184,0.0038105807025073674,0.0024302856145891065,0.0038962997463249604,0.0014578379957167161,0.0,0.006766078715497531,0.0055793219190306,0.011046278626468503,0.0,0.0,0.0002985600252958149,0.0003566822828122932,0.0,0.0,0.0,0.0,0.0021904874182673965
malware,0.0,0.0,0.0,0.0,0.007446430098128506,0.009346175477062514,0.008080483718014082,0.00395816990485379,0.013841309425560888,0.024088931119981064,0.005828117690375469,0.0,0.026857870219916452,0.0,0.011761579101504015,0.02890503327171152,0.014678156097718968,0.015902729202464227,0.005657284990534419,0.02839263846135625,0.0,0.046690900752143306,0.011891560684192184,0.0,0.022467799032777062,0.03962567006692163,0.0,0.020556428841323183,0.021324874157827283,0.0,0.0,0.0,0.0,0.011613303098335652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0924369674135779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04163518959009072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014722108831814353,0.15879351639990505,0.0,0.0,0.0,0.01941661644807894,0.07704991401901429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0010284877743809053,0.00019046078450599843,0.0014334236501381066,0.0014180820562034666,0.00031822350846703016,0.0037943874800040124,0.00552511707214638,0.0018606781604013547,0.002760375099114707,0.0020588830017077833,0.002988778302756651,0.004175414547744808,0.002486839835177449,0.0003057846721079503,0.009214912401463259,0.004014587954404378,0.0025090865124305925,0.26345974447957116,0.0016923502108436297,0.003154737606817361,0.0007478501557295371,0.0056534566437780355,0.000508186354025307,0.004391355761231409,0.00640108234552053,0.0025401070555718997,0.004253079213491932,0.004685225946740326,0.0045565970422707875,0.004250870473224775,0.008227261713862486,0.0027293119456234007,0.006507437692228071,0.005211097544124972,0.0021832481634660203,0.0065138383808389785,0.0003957105097174689,0.00047274556531470607,0.0004305370951124631,0.0005012091282477597,0.006094615508488754,0.000798445015148552,0.00026393318820393594
malware,0.0010322689794337763,0.00019116100797844695,0.0014386935900283203,0.0014232955931748029,0.0003193934478363943,0.003808337433974615,0.005892019377718601,0.0025466166667257846,0.002572628998623449,0.0013776349496721196,0.003999688611041989,0.004190765336523281,0.21734248735969972,0.00030690888046128835,0.0097532702516557,0.0037193976636393502,0.0020985925793307347,0.011141005139798264,0.0038824504837000912,0.003166335906842425,0.000750599604831484,0.005006683597809485,0.0005100546862092236,0.005444559381301831,0.00417600022872286,0.0027618994914904017,0.00453551025501288,0.0032329350914662683,0.003963569338975251,0.005817952736582704,0.006084480315476475,0.0015653406746957736,0.0038594412382549166,0.0047321363727899565,0.002191274811125822,0.006973638737133495,0.00039716532776790076,0.00047448360048130426,0.0004321199520797883,0.0005030518088663176,0.006117022183152315,0.0008013804747630687,0.0002649035308076269
malware,0.0010087802242131274,0.00018681123653941644,0.0014059568496564182,0.001390909226383999,0.0003121258124964045,0.0023505351499199137,0.007112761117054311,0.002156847073902365,0.21853245021194936,0.002019431351375658,0.003908677732467381,0.004095406604314967,0.0026268176462592935,0.00029992532509749855,0.00920267267023867,0.006057941104849721,0.003896596329334576,0.010665303417221517,0.0035569755928509814,0.0038083539014034736,0.0007335200928652587,0.00358802331129245,0.0004984486514332053,0.0030403835450075584,0.006278426875426724,0.003321912460700017,0.003128687313637628,0.004308233589498871,0.005065189670222449,0.00795979545661327,0.007644897080728697,0.0019121526804666937,0.0040617463570542765,0.0070583848172519085,0.0021414134681181684,0.007666826779267722,0.0003881280328845593,0.00046368696765598116,0.0004222872825115057,0.0004916051209998984,0.005977832456829088,0.0007831454699481007,0.0002588757857952378
benign,0.05743169231031556,0.0,0.0,0.0,0.026062505343449772,0.0,0.0,0.103901960002412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.00029725266669130326,6.727944037542062e-05,0.0007595259668728333,0.0003756984701414619,0.0001573754905362505,0.0,0.0,0.0,0.0,0.034667558121056784,0.0,0.0,0.0,0.00010801710004589662,0.0,0.0,0.0,0.0,0.0,0.04303287968652399,0.00013208740080709316,0.41151160137420245,0.0003590292205708229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001156834319093382,0.0,0.00013978300947104034,0.00016699530644500508,0.00015208534867246378,0.00017704993574937036,0.0021528963128972563,0.0001410236073768954,9.32332461242284e-05
malware,0.0010266075407897152,0.00019011259294383025,0.0014308031315820955,0.0014154895844370984,0.00031764174702559136,0.002591413675846096,0.004136262232255837,0.003376866463616884,0.0031489470966134868,0.0017125992061737504,0.2799343305029826,0.0068200056797799525,0.0030551304739291517,0.0003052256507695446,0.008696353428696854,0.003698998773345167,0.0022957912238967303,0.011306023198989396,0.00410247967016207,0.004360112670482495,0.0007464829708013297,0.004647276329179407,0.0005072573113305625,0.0028362708572917347,0.005430973156409649,0.0025354633498030294,0.0037146409401202386,0.0037997867653065394,0.0027289601298864895,0.008871934751995466,0.007779998857292457,0.00194594453161449,0.006200289228775724,0.004210795456130233,0.00217925685055292,0.0073688540951794505,0.00039498709013846073,0.0004718813138241856,0.00042975000718721183,0.0005002928409931934,0.006083473615420218,0.000796985335047732,0.0002634506778050257
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27707189333976534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.010210078632944987,0.06239495300416509,0.0,0.0,0.041700008549519635,0.021807742779812532,0.0,0.03694291911196871,0.0,0.01873583531554083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029027265632082435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.012252094359533986,0.0010399158834027515,0.0,0.01451761505038299,0.005560001139935952,0.05015780839356882,0.0,0.029554335289574973,0.006459277731928415,0.010304709423547454,0.005439576511017105,0.0,0.01566709096161793,0.001669584309709409,0.02286973714181336,0.0,0.047948643252548634,0.00494751575187776,0.0,0.0052999591794531675,0.0,0.0,0.0,0.005641600577958469,0.0,0.03698395872912686,0.002902726563208244,0.0,0.0,0.0,0.0,0.0,0.003230055436324115,0.014903738976197421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004323225622780471
malware,0.0010247341693649166,0.00018976567215378678,0.00142819217696242,0.0014129065742465197,0.0003170621088010921,0.002387709063483124,0.004472773834180544,0.004044845158244749,0.0023574006320906623,0.003077053245253056,0.005211273117306533,0.006051164812391945,0.0028589582046748044,0.0003046686696550016,0.010182875661683324,0.0033845613776182894,0.0029165841394494297,0.01128539176979416,0.003372347500440225,0.004352156260499864,0.0007451207755991374,0.0029820830772354302,0.000506331659302587,0.00463270120452794,0.0041455184752285336,0.0029526426905096717,0.005561793597388058,0.003792852847851601,0.003631973700846496,0.0030802591617527892,0.0051772011860571465,0.0031078296607098574,0.005304835570605299,0.2783943279229976,0.0021752801044752686,0.006057394231524714,0.0003942663107768942,0.00047102021653618525,0.0004289657918456293,0.0004993798978526949,0.006072372386194998,0.00079553098224655,0.0002629699283929727
malware,0.0010234890488675108,0.00018953509418033135,0.001426456828023219,0.001411189798336135,0.00031667685715005796,0.0023848078374035576,0.005841904996620144,0.002861617367421635,0.0027469589382441615,0.0023903556599414177,0.0032221063780326106,0.4264665013792979,0.0022843875035165875,0.00030429847686076707,0.008836666356132016,0.005531643669859739,0.003745337521896699,0.012398847191066681,0.003608839149490364,0.002414926722108065,0.0007442154040613498,0.004633159450901219,0.00050571643249906,0.005655310421404298,0.007962464217772348,0.002527761456273859,0.0034388315906780527,0.004662454496209389,0.004232154045093304,0.005768468326915536,0.00991091186954196,0.002328040079984966,0.003532259893914585,0.0019755315112600135,0.0021726369937772423,0.004321452923375556,0.00039378725086100486,0.0004704478954954365,0.00042844456974132106,0.0004987731179039066,0.006064994047937167,0.0007945643589388384,0.0002626504023560432
benign,0.01219064557695098,0.0031798107420016185,0.0027540240344952407,0.017897464275023197,0.005059861901333074,0.0482656400627464,0.0008236053619719902,0.044826386238434775,0.027118307255062667,0.0056380284237026275,0.0017160935441649175,0.0003017750450444616,0.012521506123668107,0.0017827627316101113,0.01074481745022262,0.00032735032017793344,0.024602118940684113,0.006483558904741928,0.0023705497695331087,0.006816805610201048,0.0004954613149510523,0.0006169050684503646,0.0,0.0019851935377867124,0.0011874261474476365,0.03315228059109667,0.0010566469450280776,0.0005432049901444404,0.004508089667188856,0.00020481904473069025,0.0006885066129977309,0.0014465662407154602,0.011130914219981176,0.007365175237902566,0.0,0.00023016054074991634,0.0008389242063319386,0.00012528025173685304,0.0005704738406359929,0.00013282325708944027,0.00032302152411922274,0.0015869433766542566,0.005455615573157689
benign,0.01053018353498672,0.004115762071514847,0.0013665691092617288,0.01919759121981423,0.004983549058378103,0.041428957259802175,0.0032482465978048223,0.046873873000208635,0.035088424742743214,0.004885333436304298,0.002849382387813554,0.001640520275655072,0.01162326475190652,0.0020212257668374032,0.013161723625926424,0.0032974079550997936,0.015734460879752547,0.0028795877804658697,0.004240988127313556,0.009130769345325182,0.0,0.002536367416304541,0.0,0.004794003284855288,0.004882029900029161,0.01942691065092173,0.005676603243275472,0.003350031085424389,0.0077228060998908886,0.0013754315704427712,0.0015411876260837509,0.002279862935176958,0.011731072048732624,0.005236170340006995,0.0,0.00110400613252773,0.0006036074638372318,0.0003605574589409383,0.0,0.0,0.0001032953614041552,0.004770222562178055,0.004025974505150213
benign,0.01203128489556826,0.003027481545950709,0.0013562545857937955,0.014624954163509667,0.00558826362262509,0.04655811998277907,0.0005227669688179165,0.06299416428981726,0.02074490768803257,0.003376606179787857,0.0007541002556862899,0.0011492739084533684,0.008398255783492051,0.004397703588421271,0.009891901092762157,0.0016362599703256292,0.012819646499394108,0.0025720680318218484,0.0016469914713663047,0.004041096416865862,0.0,0.0022655011917629606,0.0,0.0019552682224902277,0.006056476941983959,0.03508904356087735,0.001810850674829542,0.001551548079520696,0.0020694193960922964,0.0014625537378470386,0.001638809063054134,0.004426933885923353,0.0094035809837532,0.00920370370316342,0.0012394271574944576,0.0019722120642909884,0.0020966805473292506,0.0003578360609914457,0.0006517742715288489,0.0,0.0033830185530483786,0.0006043682693222404,0.00859051302123661
benign,0.013434313990717088,0.004561034576327857,0.0025745043189980463,0.008489833362797069,0.008687501781149923,0.054519356949531333,0.004961700528605137,0.04050758674557973,0.01085989677151707,0.00821747162962317,0.006560892721621508,0.0018180034633721411,0.017865980921143252,0.009519559660623822,0.01484526796924727,0.0029581174400874362,0.012517920648639469,0.010849815245345963,0.0034737714854158708,0.0034868152496402415,0.010745425921798085,0.0,0.0,0.0,0.0,0.019769385833826033,0.0057290655852794276,0.0,0.01236676425332089,0.0,0.0,0.0,0.010625182356329326,0.0017827438966743325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008216656885401479
benign,0.010634767362606844,0.001930404183697098,0.0008071323268911031,0.015371005278507944,0.004622981353461699,0.034072255391628725,0.00602772418978706,0.03590790779961895,0.019206858845369813,0.005699970523978561,0.004347547400520718,0.0036335070938623686,0.01044831779496005,0.0018939938886356304,0.017169991721457677,0.002608309121287135,0.014010432026354875,0.006632970585191908,0.002722653484616083,0.008608562091067794,0.0,0.004306883820955123,0.0,0.008145315375533025,0.0027032415474293474,0.05506592342575823,0.003741912895163601,0.005276314954115267,0.007526138696700818,0.004569562878151998,0.0026820358155339014,0.0030736424660922166,0.009993296296637002,0.008104161323348702,0.0,0.0014671250969837395,0.00044563342380007844,0.0002661936184205873,0.0,0.0,0.00022878377914299481,0.000899176991965162,0.0025264639253100036
benign,0.009274898185697239,0.001409949224258024,0.0015917092083711937,0.010585305339538064,0.0053397118510231534,0.052433198970444114,0.002897190606940873,0.03130520036228141,0.03162496629823343,0.009144939201921104,0.008358493584268526,0.0,0.018032023944977552,0.004376433713308785,0.012072244493057249,0.001371660964234578,0.013517996526672987,0.007043390155957341,0.0032215331823169783,0.009102069093968983,0.0,0.0032824777067892255,0.0,0.003697041656239732,0.0037908910691036926,0.0286238457322822,0.0034108567630346943,0.0015896806475664206,0.008245532339824752,0.0013350264550109634,0.0,0.0,0.015035961582165585,0.010409634443371065,0.0,0.0008572595976952292,0.00019529189964363183,0.0,0.0,0.00024735780417891847,0.00020052184800451096,0.00039405029671989395,0.008206183014015357
benign,0.003527707867618006,0.0007433870492950567,0.0004662327122569933,0.009916718779451446,0.002566918715319914,0.045209061680151486,0.0035941786196091226,0.043354378862536756,0.049509158151794436,0.03884077059059696,0.004536580886868912,0.002963100164288828,0.00597315620458825,0.003580522348066246,0.006975360653261581,0.0032142213328352764,0.0059847393143995795,0.007073493529293064,0.003145432480837246,0.00757738405322931,0.0,0.001730666165025169,0.0,0.006049373137604395,0.006246012439612369,0.004681746165571559,0.007954254680753328,0.0057146545627189144,0.017389624677285685,0.0030166477731860125,0.020281140786047536,0.005072748175344525,0.003463522509164063,0.00516556770060998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015582044497378812,0.005837556440609055
malware,0.002552519658236247,0.007799369125520636,0.004891558206096288,0.00483920501679433,0.012162502493609893,0.005451935694953133,0.0,0.0069267973334941335,0.013456828608184196,0.0023419794144426036,0.010199205958157072,0.020725239482442412,0.026111818269363214,0.0,0.05717434285453341,0.0,0.005708171815779598,0.021645381414465197,0.009900248733435233,0.013249897948632917,0.0,0.0,0.0,0.0,0.0,0.002889371775713036,0.014513632816041218,0.007994166771625682,0.01243950992539925,0.03164966288700991,0.0,0.0,0.0,0.013548853614724929,0.007450334357827795,0.04149315048594429,0.0,0.0,0.0,0.0,0.0,0.0,0.0036026880189837258
benign,0.0,0.0,0.0,0.0,0.10425002137379909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0010142462218157271,0.00018782345877232115,0.0014135749180771936,0.0013984457604222025,0.0003138170420644163,0.222147506221811,0.005108072187787349,0.003169395528871488,0.002722151964087833,0.0020303734839237503,0.0031930084878035387,0.005240578315849375,0.00377292979208138,0.00030155044726840616,0.009417760508729885,0.0036544593540393856,0.003299123987446366,0.013850661195804683,0.00357624878992242,0.0038289891723924147,0.0007374946147411089,0.003279513398203925,0.0005011494568894961,0.005349500849057549,0.005049956836586456,0.0033399119863750924,0.0026213665531681913,0.00548666473188036,0.004493501478169506,0.006097466660953144,0.005978249172099703,0.001922513531835869,0.002625270824224898,0.0051389390591671915,0.0021530165513289233,0.007280126171095413,0.00039023107460398195,0.0004661994196179943,0.0004245754134823688,0.0004942688453159725,0.006010222879533161,0.0007873888830905046,0.000260278484213153
malware,0.008414899972207407,0.010284882363323916,0.0,0.0255254770116624,0.00916483704385047,0.014378731503173101,0.0,0.024357968645254097,0.024843375892032366,0.0123532980102467,0.022415837270674883,0.0,0.03443316694861084,0.0,0.024126316105649265,0.005558660244559909,0.011290889305937668,0.00815524574485345,0.004351757685026476,0.0,0.0,0.0059860129169414505,0.0,0.0046496708060097276,0.01728292233290543,0.0076203211667157,0.004784714115178424,0.010541758380165734,0.0,0.006955969865276904,0.0,0.0,0.005324267202732058,0.004466655037821405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004750797387670848
