class,t,i,1,r,e,2,0,a,s,function,return,var,new
malware,0.0077983274791179405,0.010387021632011887,0.049945057451006934,0.010111208235983707,0.007143658391817154,0.07070849147411312,0.035553093712756376,0.028808287670350534,0.00931616120662251,0.003102510081834112,0.00427775029108891,0.0009599449481933618,0.0005745391621009677
malware,0.2195561410769458,0.0037481078855545287,0.019315652172102227,0.0017384419733060925,0.002651405677892491,0.02202222317359146,0.01118542962146434,0.009191664688575706,0.0036978622333304263,0.0010075735493037816,0.0013892454593667932,0.0003117524562613609,0.00018658777812250325
malware,0.009530830260788787,0.005932461293555843,0.05665549559390345,0.005558758805446139,0.007153319105157453,0.07041720624640452,0.036862048781946447,0.025507039015309912,0.008706842573487132,0.0028995920386160464,0.003997966278935075,0.0008971602527865669,0.000536961729812092
benign,0.0,0.0,0.08280966777373058,0.0,0.0,0.0,0.0,0.10977473828070415,0.0,0.0,0.0,0.020850004274759817,0.0
malware,0.00693042851253853,0.006666847217709757,0.0022023847812162388,0.003435786027621497,0.0029475733334017587,0.003347986647230853,0.006417995307854625,0.0029195409117208546,0.008969282863822736,0.003258535733918613,0.0030888542660389338,0.07874203742063549,0.013275521915779806
benign,0.012524424476875918,0.02278721641042958,0.011335764740727408,0.02647179571327653,0.02953670391324416,0.0417941523691667,0.06209059110241255,0.009818706237010763,0.005898474374746627,0.0030148682498965574,0.0036713833906190335,0.0009705027256471583,0.000816284337449212
benign,0.05218880697563545,0.006059095952006934,0.01944425900764392,0.0374709481686455,0.07424302114352828,0.0,0.012499134508390913,0.0068230155008724945,0.003881733836092713,0.019038130047618416,0.008020781795791706,0.007199587111450214,0.0
malware,0.008970193186624741,0.005932461293555843,0.058437114952202295,0.010561641730347666,0.006676431164813623,0.06662551052544427,0.03712164067477705,0.02503468644095232,0.0062882751919629285,0.0028995920386160464,0.003997966278935075,0.0008971602527865669,0.000536961729812092
benign,0.103201628543148,0.015511971249126665,0.005124360629562536,0.023982466826466885,0.016459716436025663,0.0,0.007466479689830876,0.013585982460483186,0.012521474097019859,0.025019747145087964,0.015811263916258703,0.01083787350915733,0.003088859059612133
malware,0.01789726044446763,0.022381558516597042,0.014787440673880459,0.03371601013918678,0.01979084952426895,0.024208518833823092,0.006629577570750932,0.08745789588297857,0.016985784764089212,0.009256389969428147,0.0127627385058312,0.0022912092609626176,0.0
benign,0.0465651692285899,0.015003876146448816,0.005603013607174692,0.04594559108415423,0.06018286094055972,0.0008735898538229012,0.013397175493425893,0.015807257594202713,0.005070767365066567,0.01647358280471693,0.02095533608938003,0.007089869600716386,0.0023814867558841634
malware,0.003062092973812558,0.002577429770418931,0.016420836000960087,0.21404422096402032,0.0016279194673311712,0.025701993850010766,0.014001184828474867,0.009513380667687345,0.002972194791537029,0.000989813733511118,0.001364758171598871,0.00030625740709106663,0.0001832989218688751
malware,0.0,0.0,0.027603222591243527,0.021530925773094716,0.0,0.02098071632264668,0.010054859315638912,0.0,0.0,0.010210078632944987,0.0,0.041700008549519635,0.06239495300416509
malware,0.0035919168088780653,0.003273449069171477,0.01898422447511525,0.0026241987303249506,0.18235608070069292,0.022100986724088056,0.014093142917741133,0.009078874175856263,0.0026097507113928024,0.0009777498400672796,0.0013481244388051528,0.00030252472830469843,0.00018106486652398458
malware,0.008924113427104408,0.008584707376229002,0.0028359475264976225,0.013272488490263865,0.007591010776431927,0.004311106093694523,0.0020660669826655298,0.15413576265441337,0.007699658348852395,0.012587768177603409,0.01988714390463423,0.007140412422862951,0.008547253836186998
benign,0.0,0.0,0.06900805647810881,0.0,0.0,0.0,0.05027429657819456,0.0,0.0,0.0,0.0,0.03475000712459969,0.0
benign,0.04389625165062689,0.025432031270007666,0.011571795075578737,0.030169673939328734,0.04455214211435737,0.005060433109979865,0.01224136777325105,0.014709478712958059,0.0318480508426498,0.010436795539802111,0.015117883972833743,0.007583271080023671,0.005255317634347749
malware,0.0062750114553107176,0.004938837781245582,0.048221041216752046,0.006787332117613045,0.008249075633583207,0.07716200398871809,0.040149000419714045,0.025953747229238284,0.008859326681604244,0.0029503729850016164,0.004067983201508369,0.0009128723412766995,0.0005463656129961917
benign,0.04977287057280627,0.017417884195771966,0.004385601093197818,0.019252137422530704,0.06385916779741532,0.0012661816649269487,0.015405507416850489,0.024741904637534517,0.012991553431295039,0.01534152549329939,0.020526589306806394,0.005760757400818359,0.0036374428633678636
benign,0.027144178340775905,0.07833545480808965,0.0,0.0,0.05772331111245112,0.0,0.01256857414454864,0.05717434285453341,0.0,0.01914389743677185,0.0,0.004343750890574961,0.0
benign,0.02882567611409831,0.026342896307145192,0.010992433775273971,0.011432349968014894,0.05884712778897671,0.0041775762589340735,0.006673579191795738,0.03642966978341952,0.019896462281990258,0.017619162242692676,0.006423723473620792,0.011993365290791045,0.00414125794275432
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10210078632944987,0.0967841003358866,0.0,0.0
malware,0.0,0.293949328791268,0.001685864571940769,0.0,0.0,0.004100465730810426,0.0004912797711224225,0.0,0.0,0.002244886995842953,0.0028373189023549817,0.0011885181589846802,0.0005081022231609536
benign,0.04653287715561584,0.0,0.0,0.0,0.14513289651130568,0.0,0.014364084736627017,0.0,0.0,0.014585826618492838,0.013826300047983799,0.009928573464171342,0.0
malware,0.0027144178340775906,0.0026111818269363217,0.01897721553147992,0.003075846539013531,0.002473856190533619,0.025476584106070968,0.011132165670885938,0.19063559460354423,0.0025092636583313606,0.0010027755800213827,0.0013826300047983802,0.0003102679207553544,0.0001856992648933485
malware,0.010013403944879358,0.010199191222753083,0.04904189185514786,0.008760322421241069,0.007515512477570489,0.07682812034965557,0.0332737659088955,0.028287342142857757,0.009147695362018126,0.0030464068253814158,0.004200394951286218,0.0009425860883706971,0.0005641496654987801
benign,0.055011613423694344,0.028203309155926344,0.008963759732615434,0.018916081416410994,0.07071973102140884,0.004294996355245299,0.013146463093843078,0.010322035707547932,0.009657097894159753,0.014531322311063865,0.018940121666056117,0.00450536241842901,0.002458290187410241
malware,0.018096118893850602,0.0,0.023002685492702936,0.0,0.03078576592664059,0.01748393026887223,0.008379049429699094,0.0,0.015613196096284022,0.008508398860787489,0.0,0.03475000712459969,0.05199579417013757
benign,0.07888481955812976,0.00944019385868056,0.004557890172945773,0.03929456325912419,0.00834747303225249,0.0018233530987236397,0.00751492961597578,0.04324844845357984,0.022469976305428456,0.016504124789059396,0.015140038870619573,0.00833516972745323,0.0065070055276649575
benign,0.0738783250352188,0.016554639505414054,0.006750555932437019,0.03252633921350806,0.07650855294368095,0.0025330139405114658,0.008917708783192287,0.009486775700143404,0.005306972236215001,0.010193221625605486,0.01989412112982005,0.005346430773168729,0.001223304207077842
benign,0.0,0.0,0.0,0.0,0.103901960002412,0.0,0.0,0.0,0.0,0.05743169231031556,0.0,0.026062505343449772,0.0
malware,0.008036105429834973,0.00669974284542872,0.05311804347328113,0.009030240250228869,0.007291365614204351,0.082818617063079,0.034232826946336434,0.02482570150262635,0.006009026129161943,0.0027708272605853996,0.003820425013258681,0.0008573192547187425,0.0005131163898368839
benign,0.06355896151192222,0.010055710760092089,0.007322710139279291,0.02390643901720987,0.0808694258845977,0.005381561108760392,0.011870810716987612,0.016135780808419268,0.004542419665398163,0.013022693407445643,0.019928138719897945,0.004297962933190124,0.0018269780101945739
benign,0.0,0.19939933951150093,0.0,0.0,0.0,0.0,0.013711171794053062,0.04989760830941097,0.0,0.013922834499470437,0.0,0.0,0.0
benign,0.05465151428938746,0.0327672127688719,0.005567748993660384,0.017503981294031266,0.06286600501442867,0.001331881650516137,0.014680780939352652,0.010040829303491027,0.006522372703703633,0.01605735233467935,0.01629143968793832,0.007813414571223986,0.006984827503537934
malware,0.0,0.0,0.02724002229399032,0.0,0.0,0.06625489365046319,0.007938046828135982,0.0,0.0,0.036272647774936134,0.045845100159104174,0.01920395130569983,0.008209862237390142
malware,0.008924113427104408,0.008584707376229002,0.0028359475264976225,0.013272488490263865,0.007591010776431927,0.004311106093694523,0.0020660669826655298,0.15413576265441337,0.007699658348852395,0.012587768177603409,0.01988714390463423,0.007140412422862951,0.008547253836186998
malware,0.035405450009707705,0.047682450752750224,0.027003152534912145,0.04212572433866357,0.030116510145626666,0.00684153793129783,0.013115033889963799,0.017898055154462633,0.024438046063748903,0.0,0.0,0.011331524062369466,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052125010686899544,0.15598738251041272
malware,0.006824821982823657,0.011936831208851757,0.04692547840511399,0.00799720100143518,0.00791633980970758,0.07433168068594824,0.03504836675736992,0.029796000390476838,0.010170882028436449,0.0032088818560684243,0.004424416015354816,0.0009928573464171343,0.0005942376476587151
malware,0.01008636135067083,0.011985752648232297,0.049776303033389965,0.008235873246538962,0.005551531560541746,0.07796113169070898,0.034615089447281505,0.028993327961206013,0.004607172618575613,0.003068602867824996,0.004230998921787393,0.0009494537465737623,0.000568260045575274
benign,0.05084581032998033,0.06974254319068483,0.012552305624559718,0.005968341990334117,0.050273725934906525,0.004760741469017093,0.013676976549789716,0.024684617545438194,0.008893374545706245,0.009699136393003672,0.013426078434918158,0.002361278541276614,0.00035714025187387515
benign,0.0,0.0,0.014787440673880459,0.0,0.0,0.0,0.043092254209881053,0.058807895507520073,0.0,0.021878739927739258,0.0207394500719757,0.014892860196257011,0.022283911787201818
malware,0.008460523119202881,0.040693742757449164,0.005377251154138349,0.020971680947819527,0.010795008831419428,0.008174305060771435,0.011752432966331196,0.08910287198109103,0.0036498380484819796,0.003977952714134411,0.007541618207991164,0.018954549340690744,0.012154860974837355
malware,0.011191451467806342,0.012465678161142657,0.043800773641620605,0.008760322421241069,0.008016546642741854,0.09219374441958667,0.031091879619787596,0.024317188859649654,0.007114874170458542,0.0030464068253814158,0.004200394951286218,0.0009425860883706971,0.0005641496654987801
malware,0.04653287715561584,0.05222363653872643,0.024645734456467432,0.03844808173766913,0.013193899682845968,0.007493112972373813,0.014364084736627017,0.01306842122389335,0.03345684877775148,0.0,0.0,0.012410716830214176,0.0
malware,0.009530830260788787,0.008629034608808499,0.04489680782913104,0.005002882924901526,0.006676431164813623,0.08829234321664567,0.03712164067477705,0.025507039015309912,0.00677198866826777,0.0028995920386160464,0.003997966278935075,0.0008971602527865669,0.000536961729812092
malware,0.009306575431123168,0.06266836384647172,0.0354898576173131,0.03691015846816237,0.023749019429122744,0.008991735566848576,0.021546127104940527,0.01568210546867202,0.008029643706660355,0.0,0.0,0.014892860196257011,0.0
benign,0.03832119295168363,0.02764780757932576,0.0,0.014248406761606798,0.05704421333465757,0.0,0.01774386938053926,0.024215015797214152,0.016531619396065435,0.020270009050699606,0.03415909423619527,0.003066177099229385,0.0
malware,0.01063380182422149,0.009152596094415972,0.05228960980557729,0.012208256881651641,0.008569233814631918,0.06110363258915141,0.040945045666777015,0.024991671515796045,0.004828823534933203,0.0028946099217112076,0.003991096921067488,0.0008956187403247345,0.0005360391151560574
benign,0.1090670598105499,0.013140140806518265,0.009750170560455374,0.0008334551912165696,0.02556211661134609,0.0,0.009146678474226365,0.06267783443769237,0.0007252581412467417,0.014722274673956159,0.006930990411150589,0.006322259360733622,0.002817836587284875
malware,0.010297625061059745,0.006256409036253416,0.05201439198765939,0.004299020121083803,0.006454253755002853,0.0769758394200265,0.0409053760844212,0.023288318021280827,0.005143781742203389,0.0028030997910747472,0.003864922475975505,0.0008673046703311072,0.000519092787056282
malware,0.0,0.0,0.02724002229399032,0.0,0.0,0.06625489365046319,0.007938046828135982,0.0,0.0,0.036272647774936134,0.045845100159104174,0.01920395130569983,0.008209862237390142
malware,0.012459622844946318,0.005707501261062999,0.05354723508137405,0.0094124265674731,0.0030281081239318616,0.08082734976757328,0.03434036651516022,0.024494363277570597,0.007166712962228732,0.003068602867824996,0.004230998921787393,0.0009494537465737623,0.000568260045575274
benign,0.048256317050268276,0.005157890028516191,0.008519513145445533,0.06645347460831702,0.038767260796510376,0.011655953512581488,0.006827373609384447,0.015811176295574672,0.006939198265015121,0.01638654595410924,0.03704082852361092,0.0025740746018221997,0.007703080617798158
benign,0.03807173936936469,0.007111678266265789,0.015967049655014453,0.03742930980635628,0.07225721922731261,0.014001980481519892,0.013276060939991688,0.00044661484290774985,0.00016334168128395713,0.017406476504656,0.030350679338715884,0.004774578875508046,0.0024659886689042607
benign,0.06814921370662888,0.005555706014758132,0.006607154343648716,0.02405050219335048,0.050108746667829905,0.001115995549076951,0.007487661192497063,0.04281993337190587,0.004982934924345965,0.015749589380606627,0.030888542660389342,0.004805852049146766,0.0011062934929816505
benign,0.055886762936016715,0.016532305156160148,0.008512713735263003,0.031255834957316216,0.06905525526702863,0.003778472776672494,0.012411349758161085,0.013017858947353486,0.008937692662713102,0.013912930510462017,0.018664317629879756,0.005086160974775283,0.0034587482840589805
malware,0.014989351579331121,0.008318809360151114,0.04909953752955707,0.00743102747920968,0.007355890973622089,0.07296833198938181,0.036304270803368816,0.025257904383170864,0.008953408026895617,0.0029817043795326067,0.004111183023117307,0.0009225665608300804,0.000552167725700576
malware,0.012528082311127342,0.009431693555489055,0.05123675096367945,0.01026139439018728,0.008339956655712001,0.08157218302701259,0.030517675013184996,0.02386407353928351,0.008929286061754407,0.002817162164608567,0.003884311719166017,0.0008716556971053435,0.0005216969314729523
benign,0.020962830797826938,0.02171675974877733,0.010248721259125073,0.019185973461173508,0.01920300250869661,0.009347843906129708,0.011946367503729401,0.016982478075603984,0.029912410342880776,0.027294269612823233,0.027310364946265032,0.012386141153322663,0.006177718119224266
benign,0.0,0.003462340544003962,0.05147009737317508,0.0,0.0,0.0417296015257061,0.08957713064346821,0.0022743385002908316,0.0,0.0,0.0,0.000575966968916017,0.0
malware,0.009493045977101957,0.010844252396019697,0.052038862262180414,0.008235873246538962,0.0070655856225076774,0.0791076189214547,0.03269202892243253,0.027993558031509255,0.005119080687306238,0.003068602867824996,0.004230998921787393,0.0009494537465737623,0.000568260045575274
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.02513714828909728,0.0,0.0,0.025525196582362467,0.0,0.06950001424919938,0.0
benign,0.06381732069312862,0.026339838075371554,0.006364921964025598,0.019844298637069695,0.07356491091634743,0.0018448069043330362,0.013457621797438455,0.012115190559609364,0.008186136233954385,0.014498342509601138,0.014208356291944555,0.004197406057730391,0.003148498912734724
benign,0.09849664713575979,0.01828519900029679,0.008237035919137657,0.012850022013120188,0.047771016093062994,0.000834776511511141,0.010401578602385081,0.009463339506957253,0.009690949301141807,0.02112430061988618,0.00924198305594673,0.007742707157735741,0.000827519270612269
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05620750594662249,0.030630235898834964,0.0,0.041700008549519635,0.06239495300416509
malware,0.0,0.0,0.02724002229399032,0.0,0.0,0.06625489365046319,0.007938046828135982,0.0,0.0,0.036272647774936134,0.045845100159104174,0.01920395130569983,0.008209862237390142
benign,0.0673924427770988,0.0,0.0,0.033410057234112486,0.06687942253028818,0.0,0.010401578602385081,0.028390018520871762,0.019381898602283613,0.015843225464914637,0.020024296621217918,0.0035948283232344514,0.0
malware,0.002535623845006612,0.0028144474781349573,0.01809911900443812,0.0025140901351817183,0.18681613886262025,0.02393309257164187,0.013005087498071888,0.007723671705378884,0.002356003243271601,0.0010087802242131274,0.001390909226383999,0.0003121258124964045,0.00018681123653941644
malware,0.006264041155563671,0.0030129021080034482,0.0019906170137916003,0.0031054219865040457,0.0053283056411493335,0.006052129708455773,0.005800880374407065,0.0,0.002702283939741466,0.0029452149902725925,0.002791849048150575,0.08319953628870505,0.011999029423877903
benign,0.060038292671207236,0.02198133807544744,0.005268152867310921,0.023100580609372597,0.06574264319272287,0.0025973376465449807,0.0024895112473383827,0.012079751117546536,0.008118002922139423,0.016536956795450787,0.01497690686078025,0.015128441891245946,0.0027893204575452067
benign,0.014646139392504986,0.01747049711547323,0.08936295083496106,0.011617405992677004,0.029401513861593807,0.005660265194958636,0.007595397324763207,0.02912189549712925,0.008592874110544805,0.005784486995283581,0.008355461899501001,0.004875000999494202,0.002244422769933996
malware,0.00956271970904399,0.008049147650005542,0.05090135542054999,0.005333348585995939,0.008134220721901368,0.07044901077145582,0.039020233857938166,0.028702569183486865,0.0056723171138793336,0.0030911247237356385,0.00426205212488308,0.0009564222144385238,0.0005724307615061017
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
