,0
class,malware
create_database,5.0
drop_databases,7.0
rename_database,4.0
auto_increment,4.0
alter_table,8.0
alter_indexes,5.0
truncate_tables,7.0
drop_views,6.0
drop_tables,10.0
move_tables,5.0
triggers,5.0
trigger_options,7.0
routine,4.0
routines,4.0
routine_languages,4.0
begin,6.0
insert_into,6.0
insert_update,5.0
last_id,9.0
last_insert_rowid,1.0
explain,7.0
found_rows,11.0
types,5.0
schemas,8.0
get_schema,7.0
set_schema,6.0
create_sql,4.0
truncate_sql,3.0
use_sql,5.0
trigger_sql,4.0
show_variables,6.0
show_status,5.0
support,14.0
html_entity_decode,9.0
set_error_handler,1.0
pg_version,1.0
pg_set_client_encoding,1.0
pg_escape_string,1.0
pg_affected_rows,1.0
pg_fetch_result,1.0
pg_fetch_assoc,1.0
pg_field_table,1.0
pg_field_type,1.0
current_schema,10.0
pg_relation_size,2.0
pg_total_relation_size,1.0
obj_description,1.0
format_type,2.0
col_description,1.0
pg_get_constraintdef,1.0
pg_get_viewdef,1.0
reset,16.0
process_list,3.0
oci_server_version,1.0
oci_error,2.0
restore_error_handler,1.0
oci_result,1.0
oci_field_type,1.0
sqlsrv_server_info,1.0
sqlsrv_rows_affected,1.0
sqlsrv_next_result,1.0
seek,2.0
serverproperty,2.0
mssql_rows_affected,1.0
mssql_next_result,1.0
mssql_result,1.0
mssql_fetch_assoc,1.0
num_rows,1.0
mssql_fetch_field,1.0
suser_name,1.0
schema_id,3.0
object_name,1.0
schema_name,2.0
fn_helpcollations,1.0
scope_identity,1.0
objectproperty,8.0
mysql_info,2.0
mysql_result,1.0
copy_tables,2.0
last_insert_id,1.0
credentials,1.0
permanentlogin,1.0
database,3.0
headers,1.0
head,2.0
loginform,1.0
login,16.0
tablename,1.0
fieldname,1.0
selectlinks,1.0
foreignkeys,1.0
backwardkeys,1.0
backwardkeysprint,1.0
selectquery,1.0
rowdescription,1.0
rowdescriptions,1.0
selectval,1.0
editval,1.0
selectcolumnsprint,1.0
selectsearchprint,1.0
selectorderprint,1.0
selectlimitprint,1.0
selectlengthprint,1.0
selectactionprint,1.0
selectcommandprint,1.0
selectimportprint,1.0
selectemailprint,1.0
selectcolumnsprocess,1.0
selectsearchprocess,1.0
process_length,3.0
selectorderprocess,1.0
selectlimitprocess,1.0
selectlengthprocess,1.0
selectemailprocess,1.0
messagequery,1.0
editfunctions,1.0
editinput,1.0
processinput,1.0
dumpoutput,1.0
dumpformat,1.0
dumptable,1.0
char,1.0
adminer_alter,2.0
dumpdata,1.0
dumpheaders,1.0
homepage,1.0
navigation,1.0
preg_quote,5.0
tablesprint,1.0
page_header,11.0
page_footer,6.0
long2str,3.0
str2long,3.0
xxtea_mx,5.0
encrypt_string,1.0
decrypt_string,2.0
auth_error,1.0
connect_error,1.0
array_search,3.0
referencable_primary,2.0
textarea,7.0
format_time,4.0
edit_type,3.0
process_type,3.0
process_field,4.0
type_class,2.0
edit_fields,2.0
process_fields,2.0
array_splice,3.0
key,5.0
normalize_enum,1.0
grant,1.0
drop_create,4.0
tar_file,2.0
substring_index,3.0
memory_get_usage,1.0
parse_str,3.0
session_write_close,12.0
ksort,10.0
eregi_replace,1.0
current,10.0
ooooooooooooo00o0ooo0o0000o0o0o,2.0
ooo00o0ooo0o000000o,8.0
ooooo0o0o0o0o,2.0
o0ooo0,3.0
o0o0o0o0o0o0o0o0o0o0o0o0o0,2.0
oooooooooo00o0ooo0o,3.0
ooooooo0ooo0o0o0o00o0o0,1.0
oo00o0ooo0o00o,1.0
ooo00o0ooo0o0000o0o0o,1.0
file_exists,15.0
ommb_get_cmmontemmnts,1.0
obmm_endmm_cleammmmn,1.0
strlmmenmmmm,1.0
smmtrlen,1.0
immf,2.0
parse_mmurl,1.0
pmmarmmse_smmtr,1.0
mmarray_valummes,1.0
basmmmme64_encode,1.0
mmpmmrint,1.0
load,3.0
bzread,1.0
sqlh,4.0
sql,5.0
sql1,5.0
csv,3.0
mysql_list_fields,4.0
spdb,3.0
printlogin,2.0
printheader,16.0
set,9.0
processreqchange,1.0
viewsize,3.0
viewpermscolor,4.0
printfooter,17.0
ob_get_clean,14.0
actionsecinfo,1.0
showsecparam,22.0
actionfilestools,1.0
actionconsole,1.0
captureevents,1.0
kp,1.0
actionphp,1.0
actionfilesman,1.0
filetype,4.0
copy_paste,4.0
move_paste,1.0
cmp,1.0
strcmp,1.0
actionstringtools,1.0
binhex,1.0
hex2ascii,1.0
ascii2hex,1.0
full_urlencode,1.0
printrecursiveglob,3.0
actionsafemode,1.0
actionlogout,1.0
actionselfremove,1.0
actiontools,1.0
actiondomains,1.0
actioninfect,1.0
actionbruteforce,1.0
bruteforce,6.0
actionsql,1.0
dbclass,2.0
selectdb,1.0
fetch,4.0
func_num_args,2.0
listdbs,1.0
listtables,4.0
setcharset,1.0
st,1.0
actionnetwork,1.0
actionportscanner,1.0
devilzc0der,1.0
xclean,16.0
xcleanpath,31.0
xparsedir,2.0
xfileopen,4.0
is_link,7.0
xfilesave,3.0
xtempfolder,1.0
xrmdir,3.0
xhighlight,2.0
xfilesummary,2.0
xparsefilesize,4.0
xfilesize,3.0
xfileperms,5.0
xfileowner,3.0
xfilelastmodified,4.0
xdrive,2.0
xrunexploit,1.0
ekse,6.0
xeval,1.0
xdir,6.0
updateinfo,1.0
highlighthexdump,1.0
unhighlighthexdump,1.0
guama_pass,1.0
guama_make,2.0
guama_auto,3.0
guama_b,2.0
stristr,1.0
autorun,1.0
qingma_auto,3.0
qingma_c,2.0
fullll,3.0
session,13.0
com_h,2.0
hfull,2.0
linux_k,2.0
mysql_m,2.0
really,1.0
tableheader,1.0
headerform,1.0
tdheader,1.0
tdbody,1.0
tablefooter,1.0
formheader,1.0
makehidden,1.0
maketextarea,1.0
agf1gtdkebpd6caj,1.0
stream_select,2.0
pcntl_fork,1.0
printit,14.0
umask,1.0
stream_set_blocking,5.0
fe,4.0
safe_mode_is_on,1.0
str100,3.0
id,2.0
uname,2.0
button,7.0
hidden,9.0
hidden_pwd,6.0
closelog,1.0
posix_getuid,2.0
posix_geteuid,2.0
posix_getgid,2.0
posix_uname,1.0
euid,1.0
gid,1.0
malloc,1.0
strncpy,1.0
atoi,1.0
memcpy,1.0
fatal,13.0
strerror,1.0
kill,2.0
pause,1.0
configure,2.0
getuid,1.0
expand,2.0
sbrk,2.0
sigsegv,1.0
longjmp,1.0
prepare,22.0
sigemptyset,1.0
sigaction,1.0
testaddr,2.0
setjmp,1.0
modify_ldt,1.0
ldt,2.0
memset,1.0
kernel,1.0
kcode,1.0
str,3.0
asm,2.0
knockout,2.0
execve,1.0
remap,2.0
show_source,1.0
stripos,3.0
http_get,7.0
ini_get_all,1.0
dxerror,9.0
dxwarning,8.0
dximg,16.0
dxurl,79.0
dxsetcookie,5.0
dxrandom,1.0
dxrandomchars,7.0
dxzeroednumber,2.0
dxprint_paramstate,10.0
dxstr_fmtfilesize,5.0
dxdate,4.0
dxdesign_drawbubblebox,4.0
dxchmod_str2oct,1.0
dxchmod_oct2str,2.0
dxfiletourl,27.0
dxfileokayslashes,7.0
dxgetinform,8.0
dxgotourl,7.0
headers_sent,2.0
dxmysql_fetchresult,14.0
dxmysqlq,2.0
mysql_errno,11.0
dxdecorvar,3.0
var_export,5.0
get_resource_type,1.0
dxhttpmakeheaders,4.0
dxfiles_uploadhere,3.0
dxexecnahuj,3.0
dxobgz,1.0
showwin,1.0
movewin,1.0
getmypid,1.0
getmyinode,1.0
type_text,1.0
dxmail,1.0
rooting,2.0
setdb,2.0
setsort,6.0
permscolor,5.0
mysql_set_charset,1.0
geterrdesc,1.0
geterrno,1.0
query_res,1.0
num_fields,1.0
free_result,1.0
halt,1.0
get_fields_meta,1.0
sqladdslashes,1.0
sqldump,1.0
down_tb,3.0
rep_char,1.0
permissions,3.0
open_file,11.0
kzejl,1.0
x239bd85d,1.0
dc9f,1.0
jw,1.0
ioxgo29,1.0
hwgbo88,1.0
omauf87,1.0
urvfu78,1.0
ecyws30,1.0
rxrmp70,1.0
prcux47,1.0
armtx32,1.0
hvcug13,1.0
npufi61,1.0
vkaqq98,1.0
xyhxn92,1.0
fewfx40,1.0
xwses24,1.0
potcc11,1.0
rzekg39,1.0
xllez0,1.0
oyysg80,1.0
foftg27,1.0
wdtjf68,1.0
ybewy88,1.0
cgzhg7,1.0
printerror,22.0
maintop,30.0
rgba,11.0
stop,5.0
mainbottom,31.0
home,13.0
curl_get_contents,2.0
up,2.0
upcheck,1.0
yupload,3.0
allz,2.0
allzip,2.0
adddir2,2.0
unz,2.0
unzip,2.0
is_empty_dir,1.0
mb_detect_encoding,1.0
save,2.0
cr,3.0
create,2.0
renam,2.0
movall,2.0
tocopy,2.0
sqlb,3.0
sqlbackup,3.0
list_tables,2.0
dump_table,2.0
get_insert_sql,2.0
killme,2.0
ftpa,3.0
ftpall,3.0
ftp_chdir,1.0
ftp_put,1.0
deleteall,3.0
chmodmine,4.0
gzuncompress,1.0
logon,2.0
logon_submit,2.0
echoqueryresult,5.0
listdatabases,4.0
mysql_dbname,1.0
createdatabase,2.0
dropdatabase,2.0
createtable,2.0
droptable,2.0
viewschema,4.0
mysql_db_query,4.0
managefield,3.0
strtok,12.0
managefield_submit,3.0
dropfield,2.0
viewdata,5.0
managedata,3.0
managedata_submit,3.0
deletedata,2.0
fetch_table_dump_sql,3.0
utils,2.0
footer_html,2.0
assert,8.0
parse_urlw,1.0
strwlwen,1.0
stwrlen,1.0
base6w4_encode,1.0
owb_gewt_cowntentws,1.0
ob_swtart,1.0
fworw,1.0
swtrpos,1.0
wparswe_swtr,1.0
wwarray_valuwews,1.0
preg_matcwh_alwl,1.0
download_files,2.0
update,6.0
callbackfilteriterator,1.0
arrayiterator,4.0
create_function,1.0
httpcopy,2.0
stream_context_create,3.0
cve,2.0
z674,1.0
x9687832f,1.0
getapplication,1.0
test_file,4.0
gzwrite,1.0
bzwrite,1.0
bzopen,1.0
bzclose,1.0
mysql_fetch_object,1.0
array_intersect_uassoc,1.0
reflectionclass,1.0
imap,1.0
case,1.0
tag,5.0
my_die,2.0
strcspn,1.0
array_intersect_ukey,1.0
gd6a_,2.0
mzbue,2.0
tpgz8,2.0
movl3,2.0
l4iws,2.0
bkslw,7.0
sgrte,2.0
evd3p,2.0
npl0n,3.0
pm4mm,3.0
oy50k,2.0
zish5,1.0
sbwnf,46.0
r0qvq,3.0
o3a1a,2.0
oybb2,2.0
towhs,2.0
vb0gi,2.0
uphua,3.0
v9az7,2.0
zqm3s,2.0
budgm,2.0
j1gdw,2.0
ph3yg,2.0
bdvhg,1.0
ouhb5,1.0
vr1k8,1.0
bsw4l,2.0
tp7ri,2.0
cb_m,1.0
forms,1.0
gzdeflate,1.0
dirtree,3.0
addziparray,3.0
mixconnect,1.0
add_dir,1.0
get_list,1.0
add_file,1.0
dostime,1.0
sh_name,11.0
imagez,2.0
fx29_buff_prepare,3.0
ob_implicit_flush,1.0
html_style,2.0
html_header,9.0
srv_info,6.0
fx29exec,7.0
get_status,2.0
showdisfunc,3.0
disp_error,23.0
dispsecinfo,22.0
fx29shexit,7.0
fx29fsearch,3.0
fx29_sess_put,7.0
fx29sh_getupdate,2.0
fx29sh_tools,2.0
fx29sh_about,2.0
chg_arg,1.0
html_footer,9.0
getdisfunc,2.0
enabled,11.0
is_resource,5.0
fx29exec2,1.0
is_windows,1.0
milw0rm,2.0
fx29ftpbrutecheck,1.0
srv_software,1.0
b2,1.0
ipzfpzpz,1.0
pzfpzor,1.0
copzunt,1.0
pzparse_str,1.0
pzarray_pzpzvalues,1.0
xpz,1.0
spztrlen,1.0
stpzrlenpz,1.0
forpz,1.0
bapzse64_encode,1.0
pzprint,1.0
opzb_gepzt_conpztents,1.0
pzob_end_cleanpzpz,1.0
ifpz,1.0
wsostripslashes,3.0
wsologin,2.0
wsosetcookie,13.0
wsoheader,12.0
wsoviewsize,5.0
wsofooter,14.0
wsoex,13.0
wsoscandir,2.0
wsowhich,1.0
wsosecparam,22.0
apache_get_modules,1.0
escapeshellarg,10.0
wsocmp,1.0
wsorecursiveglob,3.0
filectime,1.0
wsobruteforce,6.0
func_get_arg,1.0
loadfile,1.0
wso2,1.0
fs,1.0
actionrc,1.0
addfiles,1.0
simpleunzip,2.0
getdata,7.0
getentry,1.0
geterror,4.0
geterrormsg,1.0
getname,1.0
bzdecompress,1.0
simpleunzipentry,2.0
unzipfile,2.0
dd,3.0
add2zipfile,2.0
u_sapi,2.0
u_getos,2.0
func_download_file,2.0
fpassthru,1.0
gettype,1.0
privfindtype,1.0
privbuildmimearray,1.0
show_cwd,2.0
my_stat,4.0
my_perms,3.0
mimetype,1.0
checkall2,1.0
checkall3,1.0
multiselector,2.0
addelement,2.0
addlistrow,1.0
apache_get_version,1.0
editdir,3.0
zipdir,2.0
unzipdir,2.0
prototype,12.0
hardlogin,2.0
rotatex,20.0
rotatez,20.0
translatez,4.0
rotatey,8.0
hardheader,14.0
rotate,5.0
encrypt,7.0
utf8_encode,2.0
hardfooter,16.0
hardscandir,2.0
hardrecursiveglob,3.0
translatey,4.0
translatex,3.0
rgb,39.0
hard2,1.0
yuag_array,2.0
ress,1.0
place,1.0
ay,1.0
ents,1.0
de,2.0
rint,1.0
ssion_destroy,1.0
lues,1.0
sts,1.0
sion_start,1.0
se_url,1.0
rse_str,1.0
ary,1.0
array_udiff,1.0
query_str,2.0
lrtrim,16.0
pilih1,1.0
pilih2,1.0
pilih3,1.0
pilih4,1.0
factory,3.0
merge,11.0
constructor,3.0
pushstack,11.0
random,2.0
iswindow,6.0
isarraylike,3.0
createcache,4.0
setdocument,6.0
sizzle,5.0
tokenize,4.0
toselector,5.0
testcontext,4.0
cache,1.0
markfunction,11.0
addhandle,4.0
siblingcheck,3.0
createinputpseudo,2.0
createbuttonpseudo,2.0
createpositionalpseudo,8.0
fn,8.0
attachevent,6.0
createcomment,1.0
getattributenode,6.0
comparedocumentposition,4.0
unshift,10.0
splice,9.0
gettext,3.0
classcache,1.0
hasownproperty,1.0
compile,2.0
matcher,6.0
hasfocus,1.0
setfilters,2.0
tokencache,1.0
addcombinator,4.0
elementmatcher,3.0
multiplecontexts,2.0
condense,5.0
setmatcher,4.0
postfilter,1.0
postfinder,2.0
matcherfromtokens,4.0
matchcontext,1.0
matchanycontext,1.0
matcherfromgroupmatchers,2.0
uniquesort,1.0
compilercache,1.0
winnow,1.0
grep,6.0
inarray,9.0
matchesselector,2.0
unique,4.0
jquery,42.0
parsehtml,2.0
selector,1.0
makearray,5.0
index,2.0
prevall,1.0
sibling,5.0
nodename,19.0
createoptions,2.0
fire,5.0
disable,2.0
has,1.0
firewith,2.0
callbacks,5.0
done,12.0
fail,4.0
progress,3.0
notifywith,2.0
detach,5.0
detachevent,3.0
completed,1.0
doscrollcheck,1.0
doscroll,1.0
dataattr,3.0
data,6.0
isemptydataobject,1.0
isemptyobject,5.0
internaldata,3.0
acceptdata,5.0
camelcase,10.0
internalremovedata,3.0
cleandata,5.0
removedata,1.0
queue,9.0
dequeue,5.0
resolve,1.0
createdocumentfragment,2.0
returntrue,1.0
returnfalse,1.0
safeactiveelement,3.0
hasdata,2.0
removeevent,3.0
ispropagationstopped,2.0
fix,2.0
stopimmediatepropagation,1.0
simulate,4.0
createsafefragment,3.0
getall,10.0
fixdefaultchecked,1.0
manipulationtarget,3.0
disablescript,2.0
restorescript,2.0
setglobaleval,4.0
clonecopyevent,3.0
fixclonenodeissues,2.0
isxmldoc,4.0
createtextnode,3.0
text,2.0
dommanip,6.0
clone,4.0
replacechild,1.0
buildfragment,2.0
globaleval,2.0
actualdisplay,3.0
appendto,2.0
getdefaultcomputedstyle,1.0
defaultdisplay,5.0
getstyles,5.0
addgethookif,3.0
conditionfn,1.0
computestyletests,5.0
vendorpropname,3.0
ishidden,3.0
setpositivenumber,2.0
augmentwidthorheight,3.0
getwidthorheight,3.0
curcss,4.0
boxsizingreliable,1.0
isnumeric,2.0
swap,2.0
tween,2.0
cur,3.0
cos,1.0
createtween,3.0
createfxnow,3.0
genfx,4.0
defaultprefilter,1.0
oldfire,1.0
always,7.0
shrinkwrapblocks,1.0
propfilter,2.0
animation,2.0
timer,1.0
animate,3.0
speed,1.0
stopqueue,2.0
start,1.0
clearinterval,1.0
removeattr,3.0
prop,2.0
getter,1.0
setattributenode,1.0
createattribute,1.0
toggleclass,1.0
mouseenter,1.0
mouseleave,1.0
parse,12.0
domparser,1.0
parsefromstring,1.0
loadxml,1.0
addtoprefiltersortransports,3.0
inspectprefiltersortransports,3.0
inspect,4.0
prefilterorfactory,1.0
ajaxextend,3.0
ajaxhandleresponses,2.0
ajaxconvert,2.0
datafilter,1.0
conv,2.0
ajaxsetup,3.0
statuscode,1.0
wrapinner,1.0
reliablehiddenoffsets,1.0
buildparams,4.0
value,2.0
createstandardxhr,2.0
createactivexhr,2.0
ajaxtransport,2.0
complete,2.0
getallresponseheaders,1.0
ajaxprefilter,2.0
jsonpcallback,1.0
overwritten,1.0
getwindow,3.0
position,2.0
setoffset,1.0
scrollleft,1.0
xflush,3.0
ob_get_length,2.0
edebug,5.0
starttls,1.0
hello,5.0
authenticate,1.0
hash_hmac,3.0
hmac,1.0
connected,1.0
stream_get_meta_data,2.0
quit,2.0
sendhello,1.0
parsehellofields,1.0
recipient,1.0
sendcommand,1.0
sendandmail,1.0
verify,1.0
noop,1.0
turn,1.0
client_send,1.0
getserverextlist,1.0
getserverext,1.0
array_key_exists,18.0
getlastreply,1.0
get_lines,6.0
setverp,1.0
getverp,1.0
setdebugoutput,1.0
getdebugoutput,1.0
setdebuglevel,1.0
getdebuglevel,1.0
gettimeout,1.0
ishtml,2.0
createheader,3.0
smtpclose,2.0
mailpassthru,1.0
issmtp,1.0
ismail,1.0
issendmail,1.0
isqmail,1.0
addaddress,1.0
addcc,1.0
addbcc,1.0
addreplyto,1.0
addanaddress,1.0
phpmailerexception,23.0
setfrom,1.0
getlastmessageid,1.0
validateaddress,1.0
presend,3.0
postsend,1.0
sendmailsend,1.0
mailsend,1.0
getsmtpinstance,2.0
smtpsend,1.0
smtpconnect,1.0
setlanguage,1.0
gettranslations,1.0
addrappend,1.0
addrformat,1.0
wraptext,1.0
utf8charboundary,1.0
setwordwrap,1.0
rfcdate,2.0
getmailmime,1.0
getsentmimemessage,1.0
createbody,1.0
openssl_error_string,1.0
getboundary,1.0
endboundary,1.0
setmessagetype,1.0
headerline,1.0
textline,1.0
addattachment,1.0
filenametotype,5.0
getattachments,1.0
attachall,1.0
encodefile,2.0
get_magic_quotes_runtime,1.0
encodestring,1.0
encodeheader,1.0
hasmultibytes,1.0
mb_strlen,3.0
has8bitchars,1.0
base64encodewrapmb,1.0
mb_substr,3.0
encodeqp,2.0
encodeqpphp,1.0
encodeq,1.0
addstringattachment,1.0
addembeddedimage,1.0
addstringembeddedimage,1.0
inlineimageexists,1.0
attachmentexists,1.0
alternativeexists,1.0
clearaddresses,1.0
clearccs,1.0
clearbccs,1.0
clearreplytos,1.0
clearallrecipients,1.0
clearattachments,1.0
clearcustomheaders,1.0
seterror,1.0
date_default_timezone_set,1.0
serverhostname,1.0
gethostname,5.0
iserror,1.0
fixeol,1.0
addcustomheader,1.0
html2text,2.0
msghtml,2.0
mb_pathinfo,3.0
myhtml2text,1.0
secureheader,1.0
normalizebreaks,1.0
sign,1.0
dkim_qp,1.0
dkim_sign,1.0
openssl_pkey_get_private,1.0
dkim_headerc,1.0
dkim_bodyc,1.0
dkim_add,1.0
gettoaddresses,1.0
getccaddresses,1.0
getbccaddresses,1.0
getreplytoaddresses,1.0
getallrecipientaddresses,1.0
docallback,1.0
errormessage,1.0
phpmailer,1.0
awrrway_vawlues,1.0
preg_matcwh_allw,1.0
bawse64_encowdew,1.0
wpriwnt,1.0
parswe_urwl,1.0
wob_stwarwt,1.0
fowr,1.0
cwount,1.0
stwrposw,1.0
ob_get_cowwntenwts,1.0
sd0ab6e,1.0
ofba,1.0
lzw_decompress,5.0
gz,1.0
charset,5.0
script,43.0
nonce,4.0
script_src,2.0
get_nonce,3.0
target_blank,3.0
select_input,7.0
partial,20.0
set_password,4.0
get_password,2.0
get_session,2.0
escape_key,3.0
unconvert_field,10.0
convert_fields,4.0
convert_field,10.0
stop_session,5.0
format_number,4.0
table_status1,3.0
on_help,12.0
json_decode,3.0
fields_from_edit,4.0
get_temp_dir,3.0
file_open_lock,3.0
file_write_unlock,2.0
ftruncate,1.0
flock,3.0
rand_string,3.0
select_value,3.0
is_shortable,1.0
count_rows,1.0
slow_query,1.0
get_token,4.0
verify_token,1.0
edit_form,1.0
qs,3.0
arsort,2.0
get_translations,2.0
ai1l,1.0
bd,1.0
ln,1.0
ck,1.0
xhx,1.0
fuw,1.0
delete,5.0
insert,7.0
insertupdate,6.0
commit,2.0
rollback,2.0
recreate_table,2.0
format_foreign_key,5.0
index_sql,3.0
has_database_privilege,1.0
string_agg,1.0
kill_process,2.0
pg_terminate_backend,1.0
connection_id,3.0
pg_backend_pid,1.0
max_connections,2.0
sys_context,1.0
cast,1.0
ibase_service_attach,1.0
ibase_server_info,1.0
ibase_errcode,2.0
ibase_errmsg,2.0
ibase_affected_rows,1.0
ibase_fetch_assoc,3.0
sdb_request_all,2.0
itemname,5.0
sdb_request,4.0
simplexml_load_string,1.0
libxml_get_last_error,1.0
mongoclient,1.0
strval,3.0
array_fill_keys,4.0
where_to_query,4.0
sql_query_where_parser,3.0
datetime,1.0
rootquery,1.0
json_encode,2.0
json_last_error,1.0
json_last_error_msg,1.0
get_defined_constants,1.0
preg_split,6.0
set_charset,5.0
bruteforcekey,1.0
databases,1.0
querytimeout,1.0
csp,3.0
sqlcommandquery,1.0
selectlink,1.0
tablestructureprint,1.0
tableindexesprint,1.0
gettarget,1.0
helpclose,1.0
qsl,1.0
selectquerybuild,1.0
edithint,1.0
dumpdatabase,1.0
set_utf8mb4,4.0
remove_definer,4.0
dumpfilename,1.0
importserverpath,1.0
databasesprint,1.0
page_headers,2.0
mixin,1.0
page_messages,3.0
add_invalid_login,1.0
check_invalid_login,2.0
unset_permanent,3.0
session_get_cookie_params,1.0
min_driver,1.0
oninput,1.0
create_trigger,1.0
create_routine,1.0
ini_bytes,1.0
doc_link,8.0
ob_gzencode,1.0
db_size,1.0
partialarg,7.0
selectcount,5.0
tmpfile,2.0
password,1.0
getfile,2.0
filecollect,1.0
ftp_php,2.0
php_ftp_download,2.0
shellcode_decode,2.0
shellcode_encode,2.0
shellcode_findxor,2.0
shellcode_j,2.0
crack_k,2.0
phpsocket,2.0
get_code,2.0
mysql_u,2.0
phpreg,2.0
root_jianjie,2.0
write_inc,5.0
randstr,2.0
or,1.0
ntents,1.0
d_clean,1.0
exists,1.0
rt,1.0
alues,1.0
al,3.0
ompress,1.0
ce,3.0
ray,1.0
trpos,1.0
folders,1.0
request,19.0
workstation,1.0
server,2.0
administrators,1.0
backdoor,2.0
conf,2.0
cnf,1.0
xp_cmdsehll,2.0
oacreate,2.0
openrowset,2.0
command,3.0
config,3.0
linux_l,2.0
su,2.0
xp_cmdshell,1.0
sp_oacreate,1.0
mssql_fetch_array,1.0
sqlsrv_connect,1.0
oci_connect,1.0
oci_fetch_array,1.0
pg_fetch_array,1.0
sqlite_open,1.0
odbc_connect,1.0
cancelbubble,1.0
xplgo,1.0
reflectionfunction,4.0
save_file,7.0
strmass,3.0
sortbyname,2.0
list_dir,2.0
up_file,2.0
run_sql,3.0
db_show,2.0
show_tables,2.0
safe_mode_fuck,2.0
portscan,2.0
pwd_conwert,11.0
n3tsh_getupdate,3.0
n3t_buff_prepare,3.0
n3t_sess_put,8.0
n3tgetsource,4.0
n3tfsearch,1.0
n3tshexit,5.0
n3tftpbrutecheck,1.0
k4645c0d6,1.0
ud9a4cdd,1.0
funfunc,1.0
header_html,2.0
mysql_pconnect,2.0
dq,1.0
ml,1.0
expression,2.0
readfiles,1.0
ecmd,1.0
hashmd5,32.0
testshell,2.0
logtxt,30.0
changeshellmode,4.0
setdefaultshellmode,8.0
ccd,4.0
funcavailable,1.0
sysexec,8.0
sendsigkill,2.0
sendstdin,5.0
readtxt,2.0
killprocess,9.0
iscmdprocessrunning,1.0
startshell,8.0
stream_socket_client,5.0
prestartshell,3.0
spawn,2.0
proc_get_status,3.0
available,2.0
errorhandler,2.0
pexec,4.0
generaterandomstring,2.0
sendmail,4.0
startsession,3.0
checkcsrf_token,3.0
tab,1.0
issessionexistsandisvalid,1.0
hashsha256,1.0
savepasswordhash,2.0
loadpasswordhash,2.0
session_unset,1.0
mode,1.0
savesettingsandhist,8.0
stringify,1.0
clientlogtxt,108.0
prepareterminaliframe,2.0
blinkcursor,2.0
checkhttps,2.0
crossbrowserstartswith,5.0
setcolors,5.0
setfontsize,4.0
showhelp,3.0
scrolldownbyoutputupdating,1.0
inptxtchange,2.0
project,1.0
checkcommand,4.0
updateinputlabelbytextbox,6.0
encodehtml,25.0
downloadtexttofile,4.0
blob,1.0
mssaveoropenblob,1.0
createobjecturl,1.0
getfilenamebycontentdisposition,2.0
decodeuri,1.0
checkispasswordstrong,2.0
replaceall,6.0
decodehtmlentities,1.0
onfilechoose,1.0
filenamelbl,1.0
progressupload,2.0
checkisemailaddress,1.0
setpass,2.0
httpcommunicate,15.0
reverseshell,4.0
downloadfromserver,2.0
uploadfile,3.0
sigkill,2.0
checkargs,3.0
crossbrowserendswith,4.0
trimstartandend,1.0
showhistory,2.0
clearhist,3.0
showlicense,2.0
getfullyear,2.0
getmonth,2.0
upkey,2.0
history,1.0
downkey,2.0
textbox,1.0
keypress,1.0
updator,1.0
colorname_rgb,1.0
my_base,2.0
sh_decrypt_phase,2.0
sh_decrypt,1.0
foo,2.0
re,4.0
we,3.0
mr,3.0
dirfiles,1.0
dirfileswide,1.0
dirprinthtmlheaders,2.0
up_down,25.0
strinstr,3.0
gchds,17.0
diskfreespace,1.0
shuffle,1.0
strnatcasecmp,2.0
rehtmlspecialchars,1.0
sf,1.0
clearscreen,2.0
clearhistory,1.0
deletefile,1.0
runcommand,7.0
makepostrequest,2.0
savefile,2.0
encodeuri,2.0
set_tab_html,1.0
set_tab,1.0
ins,7.0
getdir,9.0
tinhbyte,5.0
readdirdata,7.0
viewfile,2.0
download_mail,2.0
editfile,2.0
deletef,2.0
uploadtem,3.0
upload_exploits,3.0
newdir,2.0
cdir,2.0
downfiles,3.0
arhiv,2.0
down,2.0
mailsystem,2.0
spam,2.0
mt_rand,24.0
name0,2.0
name1,2.0
name2,2.0
name3,2.0
name4,2.0
name5,2.0
name6,2.0
name7,2.0
name8,2.0
name9,2.0
name10,2.0
name11,2.0
name12,1.0
name13,1.0
name14,1.0
name15,1.0
randword,4.0
spam1,1.0
usleep,2.0
help,2.0
exploits,2.0
ftp,2.0
tar,2.0
bash,2.0
crypte,2.0
decrypte,2.0
crack_md5,2.0
brut_ftp,2.0
randpass,2.0
nfm_copyright,3.0
aff_date,2.0
csvdumptable,3.0
file_pos,1.0
close_file,10.0
split_sql_file,4.0
split_csv_file,2.0
decheckall,1.0
passwd,1.0
upload_exploitsp,1.0
dog,1.0
sbdog,1.0
get_row,2.0
language_attributes,1.0
bloginfo,2.0
wp_head,1.0
get_search_form,1.0
get_sidebar,1.0
get_footer,1.0
extkl,1.0
fottkl,2.0
encode64,1.0
vb,1.0
quicksort,4.0
simplify_path,3.0
addslash,3.0
sortlist,1.0
directory_choice,1.0
spacer,2.0
upload_box,1.0
create_box,1.0
listing,1.0
word,49.0
relative2absolute,10.0
human_filesize,1.0
textfieldsize,5.0
phrase,3.0
array_walk,4.0
getwords,1.0
getmimetype,2.0
listing_page,26.0
request_dump,3.0
absolute2relative,1.0
mb_ereg_replace_callback,1.0
addinput,4.0
hilite,1.0
massactgo,1.0
k1r4_getupdate,3.0
